Name,Color,Rarity,# GP,% GP,GP WR,# OH,OH WR
Tibalt's Rager,R,U,999,82.6%,55.5%,179,
Gruul Guildgate,,C,2344,65.2%,55.4%,500,54.2%
Radical Idea,U,C,1893,66.0%,55.4%,362,
Ghor-Clan Wrecker,R,C,771,37.7%,55.4%,147,
Barrier of Bones,B,C,549,31.9%,55.4%,93,
"Nahiri, Storm of Stone",WR,U,717,85.1%,55.4%,129,
Boros Guildgate,,C,2254,68.4%,55.4%,426,
Blindblast,R,C,1062,38.3%,55.4%,203,
"Ob Nixilis, the Hate-Twisted",B,U,728,84.7%,55.4%,108,
Debtors' Transport,B,C,869,41.9%,55.4%,155,
Wee Dragonauts,UR,U,871,77.4%,55.3%,134,
Inspiring Unicorn,W,U,526,66.2%,55.3%,83,
Prying Eyes,U,C,1000,37.4%,55.3%,144,
Firemind Vessel,,U,532,61.8%,55.3%,89,
Douser of Lights,B,C,1113,41.6%,55.3%,192,
Simic Guildgate,,C,2822,71.3%,55.2%,502,54.6%
Nightveil Sprite,U,U,1049,89.0%,55.2%,194,
Samut's Sprint,R,C,647,30.2%,55.2%,103,
Justice Strike,WR,U,736,77.1%,55.2%,117,
Gateway Plaza,,C,2915,91.3%,55.2%,560,59.3%
Mayhem Devil,BR,U,533,47.3%,55.2%,96,
Glowspore Shaman,BG,U,519,56.9%,55.1%,104,
Vizkopa Vampire,WB,C,1532,65.9%,55.1%,295,
Archway Angel,W,U,786,68.1%,55.1%,129,
Crush Dissent,U,C,757,32.1%,55.1%,118,
Devious Cover-Up,U,C,1431,55.0%,55.1%,250,
Contentious Plan,U,C,1017,39.3%,55.1%,192,
Shriekdiver,B,C,910,40.8%,55.1%,147,
Gate Colossus,,U,1172,83.3%,55.0%,223,
Challenger Troll,G,U,818,88.6%,55.0%,125,
"Narset, Parter of Veils",U,U,944,87.2%,55.0%,168,
Noxious Groodion,B,C,1454,73.7%,55.0%,299,
"Arlinn, Voice of the Pack",G,U,912,87.0%,54.9%,161,
Guild Summit,U,U,936,59.3%,54.9%,187,
Undercity's Embrace,B,C,570,41.0%,54.9%,105,
Goblin Locksmith,R,C,632,27.9%,54.9%,119,
Haazda Officer,W,C,765,41.7%,54.9%,137,
Conclave Guildmage,WG,U,536,70.6%,54.9%,101,
Simic Locket,,C,826,35.0%,54.8%,166,
Grateful Apparition,W,U,666,80.8%,54.8%,122,
Band Together,G,C,2247,85.3%,54.8%,414,
Dimir Locket,,C,1205,45.2%,54.8%,234,
Mana Geode,,C,2096,72.3%,54.8%,402,
Siege Wurm,G,C,975,49.5%,54.8%,179,
Vraska's Finisher,B,C,1280,58.3%,54.8%,227,
Vernadi Shieldmate,WG,C,1611,72.0%,54.7%,306,
Chainwhip Cyclops,R,C,718,32.5%,54.7%,128,
Rising Populace,W,C,713,47.1%,54.7%,121,
Azorius Skyguard,WU,U,927,70.7%,54.7%,138,
Ledev Champion,WG,U,545,64.1%,54.7%,79,
Dovin's Acuity,WU,U,620,48.7%,54.7%,133,
Summary Judgment,W,C,1533,77.2%,54.7%,302,
Rakdos Roustabout,BR,C,584,23.3%,54.6%,97,
Simic Guildgate,,C,2812,70.8%,54.6%,561,57.8%
Goblin Assailant,R,C,753,28.7%,54.6%,149,
Sphinx's Insight,WU,C,1517,51.0%,54.6%,245,
Spirit of the Spires,W,U,515,64.1%,54.6%,93,
"Jiang Yanggu, Wildcrafter",G,U,603,86.9%,54.6%,107,
Primordial Wurm,G,C,616,30.7%,54.5%,91,
Capture Sphere,U,C,1949,77.3%,54.5%,358,
Kraul Stinger,G,C,1126,61.7%,54.5%,192,
Nahiri's Stoneblades,R,C,620,26.6%,54.5%,100,
The Wanderer,W,U,609,83.1%,54.5%,114,
Evolution Sage,G,U,888,89.0%,54.5%,157,
Kiora's Dambreaker,U,C,1488,54.1%,54.5%,250,
Titanic Brawl,G,C,1270,72.3%,54.5%,200,
Charity Extractor,B,C,584,29.8%,54.5%,91,
Spikewheel Acrobat,R,C,553,30.3%,54.4%,96,
Aeromunculus,UG,C,1658,59.4%,54.3%,341,
Leapfrog,U,C,1057,43.8%,54.3%,188,
Flames of the Raze-Boar,R,U,735,70.1%,54.3%,117,
Precognitive Perception,U,R,514,88.5%,54.3%,80,
Angelic Exaltation,W,U,527,69.2%,54.3%,90,
Skatewing Spy,U,U,879,79.8%,54.3%,146,
Duskmantle Operative,B,C,848,39.8%,54.2%,167,
Electrostatic Field,R,U,697,69.2%,54.2%,127,
Rosemane Centaur,WG,C,1032,52.3%,54.2%,205,
Gruul Locket,,C,528,21.3%,54.2%,93,
Dazzling Lights,U,C,1298,43.5%,54.1%,272,
Izzet Locket,,C,1182,39.0%,54.1%,228,
Relentless Advance,U,C,764,34.0%,54.1%,155,
Centaur Peacemaker,WG,C,647,34.6%,53.9%,145,
"Ashiok, Dream Render",UB,U,751,83.3%,53.9%,125,
Azorius Knight-Arbiter,WU,C,1396,52.5%,53.9%,274,
Ajani's Pridemate,W,U,507,72.9%,53.8%,92,
Pitiless Gorgon,BG,C,1332,72.0%,53.8%,262,
Vivien's Grizzly,G,C,1550,70.5%,53.8%,302,
Courage in Crisis,G,C,703,37.9%,53.8%,127,
Storm Strike,R,C,876,40.9%,53.8%,152,
Undercity Scavenger,B,C,790,43.8%,53.7%,149,
Gates Ablaze,R,U,874,58.0%,53.7%,179,
Wrecking Beast,G,C,874,50.6%,53.7%,151,
Snarespinner,G,C,1617,66.8%,53.6%,285,
Bartizan Bats,B,C,644,31.6%,53.6%,115,
Stealth Mission,U,C,542,25.4%,53.5%,90,
Rubble Slinger,RG,C,899,43.0%,53.5%,172,
Cry of the Carnarium,B,U,550,62.4%,53.5%,107,
Wall of Runes,U,C,846,35.9%,53.4%,162,
Invade the City,UR,U,547,59.3%,53.4%,99,
Thundering Ceratok,G,C,1023,56.2%,53.4%,175,
Growth Spiral,UG,C,1115,45.5%,53.4%,251,
Kraul Foragers,G,C,748,37.4%,53.2%,130,
Generous Stray,G,C,1218,57.5%,53.2%,208,
Final Payment,WB,C,1418,54.1%,53.2%,246,
Tenth District Veteran,W,C,587,40.3%,53.2%,112,
Rhizome Lurcher,BG,C,778,50.9%,53.1%,155,
Clear the Stage,B,U,618,72.8%,53.1%,98,
Ironshell Beetle,G,C,1351,64.7%,53.1%,276,
Circuitous Route,G,U,646,65.5%,52.9%,101,
Glaive of the Guildpact,,U,739,54.7%,52.9%,128,
Wall of Mist,U,C,728,30.3%,52.9%,143,
Mammoth Spider,G,C,979,52.7%,52.8%,173,
Gyre Engineer,UG,U,544,51.8%,52.8%,92,
Kasmina's Transmutation,U,C,689,42.2%,52.7%,130,
Rampaging Monument,,U,696,64.6%,52.6%,118,
Humongulus,U,C,605,24.6%,52.6%,104,
Scuttlegator,UG,C,611,30.5%,52.5%,113,
Vigorspore Wurm,G,C,775,39.3%,52.5%,122,
Sumala Woodshaper,WG,C,680,37.9%,52.5%,113,
Prey Upon,G,C,979,55.4%,52.4%,162,
Ashiok's Skulker,U,C,1432,49.5%,52.3%,239,
Darkblade Agent,UB,C,866,39.8%,52.2%,153,
Flux Channeler,U,U,575,59.8%,52.2%,87,
Hitchclaw Recluse,G,C,523,27.2%,52.0%,108,
Open the Gates,G,C,1486,66.9%,52.0%,274,
Aid the Fallen,B,C,897,38.0%,52.0%,149,
Saruli Caretaker,G,C,740,45.7%,51.9%,136,
Senate Guildmage,WU,U,664,64.2%,51.8%,112,
Iron Bully,,C,915,36.3%,51.8%,190,
Flower // Flourish,WG,U,511,62.2%,51.7%,94,
Urban Utopia,G,C,1067,51.8%,51.5%,220,
Wall of Lost Thoughts,U,U,520,55.9%,51.0%,94,
Swarm Guildmage,BG,U,553,67.4%,50.8%,92,
Garrison Sergeant,WR,C,518,25.6%,50.8%,108,
Portcullis Vine,G,C,549,27.0%,50.6%,108,
Sarkhan's Catharsis,R,C,613,34.7%,50.2%,105,
New Horizons,G,C,1262,66.4%,50.2%,234,
Arboreal Grazer,G,C,600,38.1%,48.7%,118,
Putrid Warrior,WB,C,0,,,0,
Krosan Tusker,G,C,0,,,0,
Mass Hysteria,R,R,0,,,0,
Spell Snare,U,U,0,,,0,
Ghost Quarter,,U,0,,,0,
Enlisted Wurm,WG,U,0,,,0,
Kuldotha Rebirth,R,C,0,,,0,
Molten Psyche,R,R,0,,,0,
Leonin Relic-Warder,W,U,0,,,0,
Gnaw to the Bone,G,C,0,,,0,
Stromkirk Captain,BR,U,0,,,0,
Burden of Guilt,W,C,0,,,0,
"Ixidor, Reality Sculptor",U,R,0,,,0,
"Duskmantle, House of Shadow",,U,0,,,0,
Worldspine Wurm,G,M,0,,,0,
Possibility Storm,R,R,0,,,0,
Millstone,,U,0,,,0,
Nyx Weaver,BG,U,0,,,0,
Evolutionary Leap,G,R,0,,,0,
Shard of Broken Glass,,C,0,,,0,
Metalspinner's Puzzleknot,,C,0,,,0,
Smuggler's Copter,,R,0,,,0,
Consign // Oblivion,UB,U,0,,,0,
Bishop of the Bloodstained,B,U,0,,,0,
Goblin Warchief,R,U,0,,,0,
Bounty Agent,W,R,169,,,33,
Candlelight Vigil,W,C,115,9.1%,,21,
Citywide Bust,W,R,128,,,15,
Collar the Culprit,W,C,294,20.8%,,49,
Crush Contraband,W,U,6,1.0%,,1,
Dawn of Hope,W,R,361,,,69,
Demotion,W,U,201,,,22,
Divine Visitation,W,M,43,,,7,
Flight of Equenauts,W,U,417,63.3%,,59,
Gird for Battle,W,U,376,56.0%,,63,
Haazda Marshal,W,U,270,48.3%,,49,
Ledev Guardian,W,C,351,20.5%,,65,
Light of the Legion,W,R,403,,,55,
Loxodon Restorer,W,C,375,23.0%,,62,
Venerated Loxodon,W,R,379,,,57,
Dream Eater,U,M,338,,,52,
Drowned Secrets,U,R,108,,,15,
Enhanced Surveillance,U,U,66,12.0%,,9,
Maximize Altitude,U,C,455,20.6%,,73,
Mission Briefing,U,R,125,,,19,
Narcomoeba,U,R,63,,,9,
Omnispell Adept,U,R,81,,,22,
Quasiduplicate,U,R,433,,,80,
Selective Snare,U,U,350,38.7%,,47,
Thoughtbound Phantasm,U,U,288,38.9%,,51,
Blood Operative,B,R,225,,,46,
Creeping Chill,B,U,41,,,6,
Doom Whisperer,B,M,290,,,52,
Gruesome Menagerie,B,R,86,,,14,
Kraul Swarm,B,U,375,48.3%,,50,
Lotleth Giant,B,U,296,42.7%,,47,
Mausoleum Secrets,B,R,12,,,2,
Mephitic Vapors,B,C,321,15.0%,,74,
Midnight Reaper,B,R,404,,,70,
Moodmark Painter,B,C,198,12.4%,,24,
Necrotic Wound,B,U,422,51.5%,,65,
Never Happened,B,C,225,11.0%,,44,
Pilfering Imp,B,U,427,51.0%,,78,
Ritual of Soot,B,R,336,,,57,
Undercity Necrolisk,B,U,211,28.9%,,46,
Veiled Shade,B,C,475,26.1%,,90,
Vicious Rumors,B,C,18,1.5%,,2,
Whispering Snitch,B,U,240,34.1%,,46,
Arclight Phoenix,R,M,203,,,26,
Book Devourer,R,U,170,21.7%,,16,
Erratic Cyclops,R,R,224,,,40,
Experimental Frenzy,R,R,473,77.4%,,80,
Fearless Halberdier,R,C,294,14.4%,,37,
Gravitic Punch,R,C,364,18.3%,,53,
Hellkite Whelp,R,U,422,57.6%,,54,
Maniacal Rage,R,C,331,17.2%,,64,
Risk Factor,R,R,251,,,45,
Runaway Steam-Kin,R,R,294,,,51,
Street Riot,R,U,50,9.3%,,7,
Torch Courier,R,C,368,21.1%,,69,
Arboretum Elemental,G,U,307,48.2%,,52,
Beast Whisperer,G,R,342,,,61,
Bounty of Might,G,R,305,,,42,
Crushing Canopy,G,C,77,4.8%,,14,
Golgari Raiders,G,U,158,29.5%,,20,
Grappling Sundew,G,U,219,33.8%,,34,
Hatchery Spider,G,R,267,,,36,
Might of the Masses,G,U,172,28.3%,,31,
Nullhide Ferox,G,M,225,,,41,
Pack's Favor,G,C,204,11.6%,,36,
Pause for Reflection,G,C,16,1.0%,,3,
Pelt Collector,G,R,216,,,29,
Sprouting Renewal,G,U,271,38.8%,,44,
Vivid Revival,G,R,228,,,24,
Wary Okapi,G,C,385,21.2%,,69,
Wild Ceratok,G,C,267,14.9%,,38,
Assassin's Trophy,BG,R,309,,,47,
"Aurelia, Exemplar of Justice",WR,M,219,,,33,
Beamsplitter Mage,UR,U,294,31.3%,,53,
Camaraderie,WG,R,199,,,30,
Chance for Glory,WR,M,46,,,7,
Charnel Troll,BG,R,141,,,21,
Deafening Clarion,WR,R,315,,,60,
Dimir Spybug,UB,U,448,59.6%,,92,
"Emmara, Soul of the Accord",WG,R,270,,,50,
Erstwhile Trooper,BG,C,199,12.4%,,40,
"Etrata, the Silencer",UB,R,385,,,59,
Firemind's Research,UR,R,96,,,18,
Ionize,UR,R,182,,,31,
"Izoni, Thousand-Eyed",BG,R,324,,,46,
Join Shields,WG,U,68,,,9,
Knight of Autumn,WG,R,236,,,51,
"Lazav, the Multifarious",UB,M,160,,,17,
March of the Multitudes,WG,M,174,,,34,
Mnemonic Betrayal,UB,M,46,,,15,
Molderhulk,BG,U,198,36.9%,,33,
"Niv-Mizzet, Parun",UR,R,466,88.8%,,75,
Ochran Assassin,BG,U,359,58.5%,,64,
"Ral, Izzet Viceroy",UR,M,216,,,24,
Swathcutter Giant,WR,U,365,49.9%,,48,
Swiftblade Vindicator,WR,R,169,,,30,
"Tajic, Legion's Edge",WR,R,260,,,47,
Thief of Sanity,UB,R,441,,,92,
Thousand-Year Storm,UR,M,61,,,8,
Trostani Discordant,WG,M,157,,,19,
Truefire Captain,WR,U,487,64.2%,,80,
Undercity Uprising,BG,C,309,19.5%,,57,
Underrealm Lich,BG,M,238,,,48,
Unmoored Ego,UB,R,0,,,0,
"Vraska, Golgari Queen",BG,M,265,,,44,
Worldsoul Colossus,WG,U,292,49.9%,,53,
Assure // Assemble,WG,R,234,,,41,
Expansion // Explosion,UR,R,371,,,65,
Find // Finality,BG,R,432,84.7%,,67,
Invert // Invent,UR,U,323,33.8%,,52,
Response // Resurgence,WR,R,418,,,75,
Boros Locket,,C,374,18.4%,,69,
Chromatic Lantern,,R,284,,,50,
Selesnya Locket,,C,482,22.0%,,93,
Silent Dart,,U,147,23.4%,,24,
Wand of Vertebrae,,U,4,0.6%,,0,
Guildmages' Forum,,R,275,,,51,
Overgrown Tomb,,R,139,,,25,
Sacred Foundry,,R,234,,,39,
Steam Vents,,R,168,,,30,
Temple Garden,,R,162,,,34,
Watery Grave,,R,228,,,41,
Angel of Grace,W,M,130,,,22,
Bring to Trial,W,C,451,33.4%,,64,
Expose to Daylight,W,C,35,2.2%,,4,
Forbidding Spirit,W,U,453,68.1%,,86,
Hero of Precinct One,W,R,322,,,60,
Justiciar's Portal,W,C,171,10.5%,,24,
Knight of Sorrows,W,C,186,11.5%,,30,
Lumbering Battlement,W,R,357,,,53,
Rally to Battle,W,U,182,28.5%,,25,
Resolute Watchdog,W,U,376,59.0%,,69,
Sentinel's Mark,W,U,327,52.5%,,50,
Sky Tether,W,U,345,45.5%,,52,
Smothering Tithe,W,R,34,,,4,
Tithe Taker,W,R,233,,,35,
Unbreakable Formation,W,R,354,,,56,
Watchful Giant,W,C,146,8.8%,,19,
Benthic Biomancer,U,R,315,,,53,
Coral Commando,U,C,191,8.6%,,41,
Eyes Everywhere,U,U,380,48.3%,,73,
Mesmerizing Benthid,U,M,243,,,30,
Persistent Petitioners,U,C,315,15.8%,,53,
Sphinx of Foresight,U,R,440,84.0%,,85,
Verity Circle,U,R,204,,,40,
Awaken the Erstwhile,B,R,11,,,0,
Bankrupt in Blood,B,U,35,6.1%,,7,
Bloodmist Infiltrator,B,U,304,42.8%,,61,
Catacomb Crocodile,B,C,148,8.8%,,28,
Drill Bit,B,U,276,33.7%,,40,
Font of Agonies,B,R,0,,,0,
Gutterbones,B,R,250,,,40,
Pestilent Spirit,B,R,363,,,54,
Priest of Forgotten Gods,B,R,234,,,37,
Spawn of Mayhem,B,M,202,,,29,
Thirsting Shade,B,C,334,23.3%,,59,
Vindictive Vampire,B,U,486,62.2%,,84,
Act of Treason,R,C,325,19.5%,,51,
Amplifire,R,R,177,,,24,
Burn Bright,R,C,445,23.2%,,71,
Cavalcade of Calamity,R,U,60,10.9%,,12,
Deface,R,C,3,0.2%,,0,
Electrodominance,R,R,472,93.1%,,78,
Goblin Gathering,R,C,369,19.5%,,93,
Immolation Shaman,R,R,274,,,44,
Mirror March,R,R,129,,,26,
Rix Maadi Reveler,R,R,417,,,70,
Rubble Reading,R,C,37,2.5%,,9,
Rumbling Ruin,R,U,271,37.6%,,32,
Skarrgan Hellkite,R,M,162,,,26,
Axebane Beast,G,C,357,18.5%,,56,
Biogenic Ooze,G,M,177,,,22,
Biogenic Upgrade,G,U,411,63.9%,,64,
End-Raze Forerunners,G,R,216,,,39,
Gift of Strength,G,C,257,19.1%,,41,
Growth-Chamber Guardian,G,R,345,,,74,
Gruul Beastmaster,G,U,478,74.2%,,81,
Guardian Project,G,R,348,,,63,
Incubation Druid,G,R,314,,,56,
Rampage of the Clans,G,R,5,,,0,
Regenesis,G,U,177,30.1%,,23,
Root Snare,G,C,32,2.5%,,6,
Sagittars' Volley,G,C,40,2.4%,,4,
Stony Strength,G,C,433,28.7%,,70,
Tower Defense,G,U,6,,,0,
Wilderness Reclamation,G,U,101,17.7%,,26,
Absorb,WU,R,159,,,23,
Bedevil,BR,R,283,,,37,
Biomancer's Familiar,UG,R,140,,,25,
Bolrac-Clan Crusher,RG,U,357,38.8%,,71,
Captive Audience,BR,M,190,,,32,
Cindervines,RG,R,8,,,3,
Clan Guildmage,RG,U,452,47.3%,,87,
Deputy of Detention,WU,R,361,69.2%,,63,
"Domri, Chaos Bringer",RG,M,201,,,35,
"Dovin, Grand Arbiter",WU,M,176,,,37,
Emergency Powers,WU,M,65,,,4,
Fireblade Artist,BR,U,376,40.6%,,66,
Galloping Lizrog,UG,U,134,21.3%,,24,
Gruul Spellbreaker,RG,R,246,,,50,
High Alert,WU,U,347,37.7%,,52,
Hydroid Krasis,UG,M,251,,,42,
"Judith, the Scourge Diva",BR,R,413,77.6%,,81,
"Kaya, Orzhov Usurper",WB,M,94,,,13,
Kaya's Wrath,WB,R,294,,,42,
Knight of the Last Breath,WB,U,260,30.2%,,38,
"Lavinia, Azorius Renegade",WU,R,48,,,10,
Macabre Mockery,BR,U,57,7.9%,,13,
Nikya of the Old Ways,RG,R,118,,,19,
Pitiless Pontiff,WB,U,402,47.2%,,76,
Prime Speaker Vannifar,UG,M,78,,,15,
Rafter Demon,BR,C,299,13.2%,,47,
"Rakdos, the Showstopper",BR,M,160,,,26,
Ravager Wurm,RG,M,213,,,36,
Rhythm of the Wild,RG,U,378,48.1%,,69,
Seraph of the Scales,WB,M,211,,,37,
Simic Ascendancy,UG,R,114,,,14,
Sunder Shaman,RG,U,393,45.7%,,71,
Syndicate Guildmage,WB,U,492,53.9%,,89,
Teysa Karlov,WB,R,180,,,31,
Theater of Horrors,BR,R,361,,,62,
"Zegana, Utopian Speaker",UG,R,448,84.7%,,75,
Zhur-Taa Goblin,RG,U,492,56.6%,,91,
Bedeck // Bedazzle,BR,R,454,,,86,
Collision // Colossus,RG,U,435,48.7%,,69,
Incubation // Incongruity,UG,U,273,33.7%,,49,
Repudiate // Replicate,UG,R,146,,,30,
Revival // Revenge,WB,R,152,,,29,
Thrash // Threat,RG,R,348,,,53,
Glass of the Guildpact,,R,64,,,6,
Junktroller,,U,212,25.6%,,41,
Scrabbling Claws,,U,22,4.0%,,2,
Screaming Shield,,U,61,,,10,
Sphinx of the Guildpact,,U,496,79.6%,,72,
Tome of the Guildpact,,R,321,,,44,
Blood Crypt,,R,277,,,51,
Breeding Pool,,R,209,,,37,
Godless Shrine,,R,218,,,29,
Hallowed Fountain,,R,221,,,54,
Plaza of Harmony,,R,243,,,39,
Stomping Ground,,R,192,,,44,
"Karn, the Great Creator",,R,79,,,17,
"Ugin, the Ineffable",,R,413,,,76,
Bond of Discipline,W,U,310,56.2%,,40,
Charmed Stray,W,C,137,8.2%,,39,
Finale of Glory,W,M,233,,,39,
Gideon Blackblade,W,M,202,,,28,
Gideon's Sacrifice,W,C,47,2.6%,,13,
God-Eternal Oketra,W,M,236,,,31,
Ignite the Beacon,W,R,9,,,2,
Ironclad Krovod,W,C,133,6.5%,,31,
Loxodon Sergeant,W,C,429,28.5%,,81,
Parhelion II,W,R,208,,,31,
Rally of Wings,W,U,85,14.5%,,14,
Ravnica at War,W,R,56,,,12,
Single Combat,W,R,131,,,21,
"Teyo, the Shieldmage",W,U,258,48.8%,,39,
Teyo's Lightshield,W,C,497,25.4%,,94,
"Tomik, Distinguished Advokist",W,R,220,,,31,
Topple the Statue,W,C,159,8.4%,,33,
"Fblthp, the Lost",U,R,321,,,51,
Finale of Revelation,U,M,203,,,25,
God-Eternal Kefnet,U,M,198,,,31,
"Jace, Wielder of Mysteries",U,R,351,,,46,
Naga Eternal,U,C,219,9.0%,,39,
Narset's Reversal,U,R,110,,,19,
Silent Submersible,U,R,103,,,11,
Spark Double,U,R,493,93.5%,,80,
Banehound,B,C,210,13.9%,,33,
Bolas's Citadel,B,R,213,,,39,
Bond of Revival,B,U,245,35.2%,,33,
Command the Dreadhorde,B,R,357,,,66,
Davriel's Shadowfugue,B,C,219,11.6%,,41,
Deliver Unto Evil,B,R,66,,,12,
Dreadhorde Invasion,B,R,350,,,55,
The Elderspell,B,R,16,,,2,
Finale of Eternity,B,M,190,,,34,
God-Eternal Bontu,B,M,221,,,43,
Kaya's Ghostform,B,C,172,12.0%,,33,
Lazotep Behemoth,B,C,440,18.3%,,72,
"Liliana, Dreadhorde General",B,M,214,,,45,
Liliana's Triumph,B,U,477,62.4%,,97,
Massacre Girl,B,R,494,93.9%,,79,
Price of Betrayal,B,U,20,2.2%,,6,
Unlikely Aid,B,C,403,21.4%,,63,
Bolt Bend,R,U,247,30.9%,,38,
Bond of Passion,R,U,191,21.8%,,23,
"Chandra, Fire Artisan",R,R,483,94.0%,,89,
Demolish,R,C,13,0.8%,,1,
Devouring Hellion,R,U,173,25.4%,,38,
Dreadhorde Arcanist,R,R,176,,,32,
Finale of Promise,R,M,135,,,24,
"Ilharg, the Raze-Boar",R,M,252,,,42,
"Krenko, Tin Street Kingpin",R,R,439,,,80,
Mizzium Tank,R,R,217,,,37,
"Neheb, Dreadhorde Champion",R,R,340,,,59,
Sarkhan the Masterless,R,R,431,,,64,
Awakening of Vitu-Ghazi,G,R,301,,,47,
Bond of Flourishing,G,U,353,47.4%,,60,
Finale of Devastation,G,M,32,,,2,
Forced Landing,G,C,30,1.6%,,9,
God-Eternal Rhonas,G,M,178,,,33,
"Mowu, Loyal Companion",G,U,481,74.1%,,78,
"Nissa, Who Shakes the World",G,R,302,,,64,
Nissa's Triumph,G,U,50,7.5%,,8,
Planewide Celebration,G,R,311,,,52,
Return to Nature,G,C,30,1.8%,,4,
Steady Aim,G,C,159,9.0%,,30,
Storm the Citadel,G,U,77,11.8%,,6,
"Vivien, Champion of the Wilds",G,R,317,,,51,
Vivien's Arkbow,G,R,104,,,21,
Wardscale Crocodile,G,C,453,26.5%,,79,
"Ajani, the Greathearted",WG,R,283,,,45,
Angrath's Rampage,BR,U,473,57.5%,,104,
Bioessence Hydra,UG,R,199,,,22,
Casualties of War,BG,R,323,,,53,
"Domri, Anarch of Bolas",RG,R,229,,,38,
Dovin's Veto,WU,U,160,17.1%,,30,
Dreadhorde Butcher,BR,R,212,,,30,
"Feather, the Redeemed",WR,R,276,,,46,
Heartwarming Redemption,WR,U,47,5.8%,,8,
Huatli's Raptor,WG,U,317,59.4%,,46,
Neoform,UG,U,49,6.1%,,8,
"Nicol Bolas, Dragon-God",UBR,M,135,,,19,
Niv-Mizzet Reborn,WUBRG,M,91,,,11,
Oath of Kaya,WB,R,359,,,66,
Pledge of Unity,WG,U,448,63.2%,,72,
"Ral, Storm Conduit",UR,R,401,79.7%,,70,
"Roalesk, Apex Hybrid",UG,M,181,,,28,
Role Reversal,UR,R,279,,,50,
Rubblebelt Rioters,RG,U,307,36.5%,,61,
Solar Blaze,WR,R,344,,,51,
"Sorin, Vengeful Bloodlord",WB,R,342,,,67,
Soul Diviner,UB,R,335,,,53,
"Storrev, Devkarin Lich",BG,R,340,,,64,
"Tamiyo, Collector of Tales",UG,R,253,,,42,
"Teferi, Time Raveler",WU,R,282,,,50,
Tenth District Legionnaire,WR,U,491,68.1%,,92,
Time Wipe,WU,R,457,83.9%,,72,
"Tolsimir, Friend to Wolves",WG,R,395,,,61,
Widespread Brutality,BR,R,349,55.0%,,70,
"Dovin, Hand of Control",WU,U,437,63.8%,,85,
"Huatli, the Sun's Heart",WG,U,190,36.5%,,40,
"Kiora, Behemoth Beckoner",UG,U,423,66.3%,,91,
"Samut, Tyrant Smasher",RG,U,432,64.7%,,68,
God-Pharaoh's Statue,,U,303,51.8%,,48,
Emergence Zone,,U,22,2.6%,,3,
Interplanar Beacon,,U,107,12.7%,,19,
Karn's Bastion,,R,177,,,32,
Mobilized District,,R,163,,,36,
Living Twister,RG,R,269,,,36,
Blast Zone,,R,151,,,25,
"Syr Konrad, the Grim",B,U,0,,,0,
Ranger-Captain of Eos,W,M,0,,,0,
Hard Evidence,U,C,0,,,0,
Combine Chrysalis,UG,U,0,,,0,
"Quintorius, Field Historian",WR,U,0,,,0,
Laid to Rest,G,U,0,,,0,
Monologue Tax,W,R,0,,,0,
Magmaw,R,U,0,,,0,
Mistveil Plains,,U,0,,,0,
Mentor of the Meek,W,U,0,,,0,
Ghostly Prison,W,M,0,,,0,
Fabricate,U,M,0,,,0,
Show and Tell,U,M,0,,,0,
Tragic Slip,B,M,0,,,0,
Victimize,B,M,0,,,0,
Gamble,R,M,0,,,0,
Crashing Footfalls,G,M,0,,,0,
Tireless Tracker,G,M,0,,,0,
Drown in the Loch,UB,M,0,,,0,
Field of the Dead,,M,0,,,0,
Case of the Shattered Pact,,U,0,,,0,
Absolving Lammasu,W,U,0,,,0,
Assemble the Players,W,R,0,,,0,
Aurelia's Vindicator,W,M,0,,,0,
Auspicious Arrival,W,C,0,,,0,
Call a Surprise Witness,W,U,0,,,0,
Case of the Gateway Express,W,U,0,,,0,
Case of the Pilfered Proof,W,U,0,,,0,
Case of the Uneaten Feast,W,R,0,,,0,
Defenestrated Phantom,W,C,0,,,0,
"Delney, Streetwise Lookout",W,M,0,,,0,
Doorkeeper Thrull,W,R,0,,,0,
Due Diligence,W,C,0,,,0,
Essence of Antiquity,W,U,0,,,0,
Forum Familiar,W,U,0,,,0,
Griffnaut Tracker,W,C,0,,,0,
Haazda Vigilante,W,C,0,,,0,
Inside Source,W,C,0,,,0,
Karlov Watchdog,W,U,0,,,0,
Krovod Haunch,W,U,0,,,0,
Make Your Move,W,C,0,,,0,
Makeshift Binding,W,C,0,,,0,
Marketwatch Phantom,W,C,0,,,0,
Museum Nightwatch,W,C,0,,,0,
Neighborhood Guardian,W,U,0,,,0,
No Witnesses,W,R,0,,,0,
Not on My Watch,W,U,0,,,0,
Novice Inspector,W,C,0,,,0,
On the Job,W,C,0,,,0,
Perimeter Enforcer,W,U,0,,,0,
Sanctuary Wall,W,U,0,,,0,
Seasoned Consultant,W,C,0,,,0,
Tenth District Hero,W,R,0,,,0,
Unyielding Gatekeeper,W,R,0,,,0,
Wrench,W,U,0,,,0,
Agency Outfitter,U,U,0,,,0,
Behind the Mask,U,C,0,,,0,
Benthic Criminologists,U,C,0,,,0,
Bubble Smuggler,U,C,0,,,0,
Burden of Proof,U,U,0,,,0,
Candlestick,U,U,0,,,0,
Case of the Filched Falcon,U,U,0,,,0,
Case of the Ransacked Lab,U,R,0,,,0,
Cold Case Cracker,U,C,0,,,0,
Conspiracy Unraveler,U,M,0,,,0,
