"Name","Color","Rarity","# GP","% GP","GP WR","# OH","OH WR"
"Repulsive Mutation","UG","U","0","","","0",""
"Riftburst Hellion","RG","C","0","","","0",""
"Rune-Brand Juggler","BR","U","0","","","0",""
"Sanguine Savior","WB","C","0","","","0",""
"Shady Informant","BR","C","0","","","0",""
"Soul Search","WB","U","0","","","0",""
"Sumala Sentry","WG","U","0","","","0",""
"Teysa, Opulent Oligarch","WB","R","0","","","0",""
"Tin Street Gossip","RG","U","0","","","0",""
"Tolsimir, Midnight's Light","WG","R","0","","","0",""
"Treacherous Greed","WB","R","0","","","0",""
"Trostani, Three Whispers","WG","M","0","","","0",""
"Urgent Necropsy","BG","M","0","","","0",""
"Vannifar, Evolved Enigma","UG","M","0","","","0",""
"Warleader's Call","WR","R","0","","","0",""
"Wispdrinker Vampire","WB","U","0","","","0",""
"Worldsoul's Rage","RG","R","0","","","0",""
"Yarus, Roar of the Old Gods","RG","R","0","","","0",""
"Cease // Desist","WBG","U","0","","","0",""
"Flotsam // Jetsam","UBG","U","0","","","0",""
"Fuss // Bother","WUR","U","0","","","0",""
"Hustle // Bustle","URG","U","0","","","0",""
"Push // Pull","WBR","U","0","","","0",""
"Cryptex","","R","0","","","0",""
"Gravestone Strider","","C","0","","","0",""
"Lumbering Laundry","","U","0","","","0",""
"Magnetic Snuffler","","U","0","","","0",""
"Magnifying Glass","","C","0","","","0",""
"Sanitation Automaton","","C","0","","","0",""
"Thinking Cap","","C","0","","","0",""
"Branch of Vitu-Ghazi","","U","0","","","0",""
"Commercial District","","R","0","","","0",""
"Elegant Parlor","","R","0","","","0",""
"Escape Tunnel","","C","0","","","0",""
"Hedge Maze","","R","0","","","0",""
"Lush Portico","","R","0","","","0",""
"Meticulous Archive","","R","0","","","0",""
"Public Thoroughfare","","C","0","","","0",""
"Raucous Theater","","R","0","","","0",""
"Scene of the Crime","","U","0","","","0",""
"Shadowy Backstreet","","R","0","","","0",""
"Thundering Falls","","R","0","","","0",""
"Undercity Sewers","","R","0","","","0",""
"Underground Mortuary","","R","0","","","0",""
"Case File Auditor","W","U","0","","","0",""
"Wojek Investigator","W","R","0","","","0",""
"Sudden Setback","U","U","0","","","0",""
"Surveillance Monitor","U","U","0","","","0",""
"Case of the Gorgon's Kiss","B","U","0","","","0",""
"Clandestine Meddler","B","U","0","","","0",""
"Torch the Witness","R","U","0","","","0",""
"Break Out","RG","U","0","","","0",""
"Kraul Whipcracker","BG","U","0","","","0",""
"Undercover Crocodelf","UG","C","0","","","0",""
"Maverick Thopterist","UR","U","0","","","0",""
"Treacherous Terrain","RG","U","0","","","0",""
"Mystery Key","U","U","0","","","0",""
